PuzzleId,FEN,Moves,Rating,Themes
u7cH2,3r1rk1/ppp1qppp/2nb1n2/8/1P6/P3Pb1P/2PNBPP1/R1BQ1RK1 w - - 0 12,e2f3 e7e5 g2g3 e5a1,1660,advantage middlegame short
68Vli,8/1p3kp1/p1p4p/2Pp1K1P/1P1P4/4P3/1P6/8 w - - 5 47,f5e5 g7g6 h5g6 f7g6 e5d6 h6h5 d6c7 h5h4,1661,advantage defensiveMove endgame pawnEndgame quietMove veryLong
95stm,3R4/1krbPppp/8/1p2Q3/8/7P/q1P2PP1/6K1 b - - 2 30,a2e6 e5e6 f7e6 d8d7 c7d7 e7e8q,1661,advancedPawn advantage endgame long pin promotion
NdKaD,r2q1rk1/bpp1n1pp/3ppn2/1P2p3/4P3/2PP1N2/3N1PPP/R1BQ1RK1 w - - 0 13,d2c4 a7f2 f1f2 a8a1,1661,crushing discoveredAttack master opening short
8pFgF,8/1p6/p2k4/5pr1/PP1PKR2/8/8/8 w - - 0 53,f4f5 g5f5 e4f5 d6d5 b4b5 a6b5,1662,crushing endgame long rookEndgame
PpSIp,3rr3/1b3k2/2q2pp1/Q1p4p/4NBnP/1P1P4/P1P5/2K1RR2 w - - 0 28,a5c5 e8e4 c5c6 e4e1 f1e1 b7c6,1662,advantage long middlegame
Z1SZV,2k1q1r1/p1pbP3/1p6/P2Q4/3P4/8/2P3PK/5R2 b - - 0 37,c7c6 d5g8 e8g8 f1f8 d7e8 f8g8,1662,attraction crushing endgame exposedKing fork long pin sacrifice
1QxXx,5rk1/p2r1ppp/1bp2n2/4pb2/NPB5/P3P3/3B1PPP/R2R2K1 w - - 5 17,d2c3 d7d1 a1d1 f5c2 a4b2 c2d1,1663,advantage attraction fork long middlegame
hLXy2,1R6/3bQ3/p1pPp2k/8/8/6PK/PP6/5q2 w - - 2 39,h3g4 f1f5 g4h4 f5h5,1663,endgame mate mateIn2 short
lUfO8,r2qr3/pp1n1B2/2p2ppk/8/3P1b2/8/PPP3R1/1K1R4 b - - 1 28,e8e7 g2g6 h6h7 d1h1 f4h2 h1h2,1663,long mate mateIn3 middlegame pillsburysMate
UnTIn,4r1k1/6p1/4R1Q1/1p1Pq3/2p3p1/p3p1P1/P6P/6KB b - - 2 37,e8e6 g6e6 e5e6 d5e6,1664,crushing endgame master short
egu5e,8/6r1/8/8/2P5/1K2k1p1/P1R5/8 w - - 8 52,c4c5 g3g2 c2g2 g7g2,1664,advancedPawn crushing endgame rookEndgame short
tfxiR,r2k3r/1bp2Q1p/p1n3p1/1p2ppq1/8/P2P4/BPP2PPP/RN2K2R w KQ - 3 16,a2d5 g5c1 e1e2 c6d4,1664,mate mateIn2 middlegame short
Vx8mm,1r3rk1/pppq1ppp/2n5/8/Q2N2b1/6P1/P3PPBP/1RB2RK1 b - - 0 14,d7d4 g2c6 d4a4 c6a4,1665,advantage middlegame short
Ht3zg,1r2kq2/2b2p2/p3pP2/1b1pP3/3Q4/7P/1P4P1/1RR4K b - - 4 34,c7b6 d4b6 b8b6 c1c8 e8d7 c8f8,1666,crushing long middlegame sacrifice skewer
ei9kB,r4rk1/pp1b1ppp/2n3q1/2bpp3/8/2P5/PP1PBNPP/RNB1QRK1 w - - 3 14,b2b4 d7h3 e2f3 e5e4 b4c5 e4f3,1666,advantage long middlegame pin
O1atO,r1r3k1/3nqpp1/2p1p2p/p2n4/2QP4/P4NB1/1P3PPP/3RR1K1 b - - 2 24,c6c5 c4d5 e6d5 e1e7,1669,crushing middlegame short
Xt3l6,5r1k/6pp/1pN1p3/pP2N2P/6K1/P7/4r3/3Rb3 b - - 9 38,h8g8 c6e7 g8h8 e5f7 f8f7 d1d8 f7f8 d8f8,1669,backRankMate endgame master mate mateIn4 sacrifice veryLong
kdTMn,5k2/pp6/2p5/3p1p2/3q1P1P/P7/KPP1Q3/8 w - - 0 44,e2e5 d4e5 f4e5 f5f4 h4h5 f4f3 h5h6 f3f2 h6h7 f8g7,1670,advancedPawn crushing endgame queenEndgame quietMove veryLong
sJ9Ly,rn1qr1k1/1p1b1pb1/3p2Q1/p1pN4/P1B1PN1P/5P2/1PP5/R3K2R b KQ - 4 21,f7g6 d5f6 g8h8 f4g6,1671,discoveredCheck doubleCheck intermezzo kingsideAttack mate mateIn2 middlegame short
qA3Jn,r4rk1/p3qpp1/2n1b2p/1ppnN3/3p1B2/P2P2P1/1P2PPBP/2RQ1RK1 b - - 3 15,d5f4 e5c6 e7d6 g3f4,1673,crushing hangingPiece intermezzo middlegame short
ANdbO,8/3p1ppk/5n2/Q2q4/8/R5P1/5P2/1r3NK1 b - - 3 31,d5c4 a5f5 g7g6 f5b1,1674,crushing endgame fork master short
DIkXa,1r4k1/pb1q1p2/7p/6p1/7Q/2pP4/PPP1nPPP/R1B2R1K w - - 0 22,h4h6 b7g2 h1g2 d7g4 g2h1 g4f3,1674,attraction kingsideAttack long master mate mateIn3 middlegame sacrifice
7nO7E,r2r4/p2kN1pp/npRP1n2/8/1P5P/P7/5PPB/4R1K1 w - - 3 30,c6c7 a6c7 d6c7 d8e8 e1d1 d7e7,1675,advantage long middlegame
RyA8L,3r1rk1/1p2qpp1/1Qb2n1p/8/1P6/3BP2P/1B3PP1/R4RK1 w - - 1 24,f1d1 d8d3 d1d3 e7e4 f2f3 e4d3,1675,advantage attraction long middlegame sacrifice
nL5a8,5r2/p1q1npk1/3r3p/4Q3/6N1/4P2P/2P3P1/5RK1 b - - 0 34,g7h7 g4f6 d6f6 e5c7 f6f1 g1f1,1676,advantage long middlegame
3OWXR,8/1R3p2/5p1p/6P1/p6P/5K2/rp3P2/4k3 b - - 0 39,a4a3 g5h6 a2a1 h6h7 a1c1 h7h8q,1677,advancedPawn advantage endgame long promotion rookEndgame
MOhfL,1r4k1/6pp/2pqp3/P2p4/2bPp3/P1Q1P1P1/1r3PBP/2R1R1K1 w - - 3 23,g2f1 b8b3 c3b2 b3b2,1677,advantage middlegame short trappedPiece
T7Jl8,8/6k1/1R4b1/8/1p1P3p/3nP2P/4K3/8 b - - 1 42,b4b3 b6g6 g7g6 e2d3 b3b2 d3c2 b2b1r c2b1,1677,crushing endgame veryLong
aBv9a,r1b1k2r/pp1nb1pp/1qn1pp2/3pP3/3P1P2/1Q4PB/PP1NN2P/R1B1K2R b KQkq - 0 11,c6d4 b3b6 d4c2 e1d1 a7b6 d1c2,1677,advantage long opening
xTpap,8/7p/3P1R2/3k4/1P2pK2/3r4/8/8 w - - 5 42,f4f5 d3f3 f5g5 f3f6 g5f6 d5d6,1677,crushing endgame long rookEndgame
6R0Uq,5Q2/1p6/pn3pp1/2R2k2/5P2/1P1r1qpP/P3N3/6K1 b - - 3 37,d3d5 e2d4 f5e4 d4f3,1678,crushing endgame pin short
x7gZb,r3r1k1/pbq2ppp/1p1b1n2/2pp1N2/5P1B/2PBP3/PPQ3PP/2KR3R b - - 2 18,f6e4 d3e4 e8e4 f5d6,1680,advantage middlegame short
bqhFr,r1b1k2r/p1p1qppp/2p5/8/4n3/3B1P2/PPPQ2PP/R3K2R w KQkq - 0 12,d3e4 f7f5 e1c1 f5e4,1681,crushing middlegame pin short
mne88,5kn1/1br1bq2/1pp4p/p4Q2/2PP3B/6R1/PP3PPP/4R1K1 w - - 7 27,f5d3 e7h4 g3f3 h4f6,1682,advantage hangingPiece master middlegame short
30Vs0,6k1/5p1p/R3b1p1/1B6/4P3/4B3/5KPP/3rb3 w - - 3 27,f2e2 e6g4 e2f1 e1h4,1684,discoveredAttack discoveredCheck endgame mate mateIn2 pillsburysMate short
7EawS,1Qnk3r/p2r1pp1/4q3/5bPp/2P5/P3P2P/5PB1/R2R2K1 b - - 6 23,f5h3 d1d7 e6d7 g2h3 d7h3 a1d1,1684,advantage long master middlegame
oPuz3,r2qk2r/pp1n1pPp/2p5/2b5/2B1P3/8/PPP3PP/RNBb1R1K b kq - 0 11,h8g8 c4f7 e8e7 c1g5 d7f6 g5f6 e7f7 f6d8,1684,advantage attackingF2F7 discoveredAttack discoveredCheck fork master opening skewer veryLong
EqZ8H,r3k3/pp1n1pp1/2p1p2r/2Pp1q2/3Pn2p/P3P2P/1P1NQPPK/R1B1R3 b q - 0 16,f5f2 d2e4 f2e2 e4d6 e8e7 e1e2,1685,advantage intermezzo long middlegame sacrifice
SBUuK,4r1k1/5p1p/8/2R5/p2r4/1b3P2/1P1B1RPP/2K5 w - - 6 30,c5c3 e8e1 d2e1 d4d1,1685,endgame master mate mateIn2 operaMate sacrifice short
dUYfK,5k2/2R3p1/1p3n2/p4N2/r3PK1P/8/8/8 w - - 2 41,f5g7 f6d5 f4e5 d5c7,1685,crushing endgame pin short
2am88,8/2k5/2b5/5p1p/pPP3pP/2b2PP1/P3K1B1/2B5 w - - 3 46,c1d2 g4f3 g2f3 c6f3 e2e3 c3d2,1686,bishopEndgame crushing endgame fork long
PD71T,r4bk1/7p/1Q2p1p1/1p1pP3/3P2P1/PP3B2/5PK1/1Nq5 b - - 0 32,c1b1 b6e6 g8h8 f3d5,1686,crushing endgame short
WFKUU,r5k1/p4pp1/2p4p/2bp4/8/P2B1q1P/1PPQrP2/R4RK1 w - - 0 19,d3e2 f3g3 g1h1 g3h3,1686,crushing kingsideAttack middlegame pin short
yMsp3,6rk/pp3p1p/2p5/8/4p2r/2P1P1q1/PP1RQ2N/3R3K w - - 0 30,d2d8 h4h2 e2h2 g3f3 h2g2 f3g2,1688,exposedKing fork long mate mateIn3 middlegame sacrifice
KBcz6,rnbqk2r/pppp1ppp/5n1b/8/2BPPp2/2N2N1P/PPP3P1/R1BQ1K1R b kq - 0 8,f6h5 c4f7 e8f7 f3e5 f7f8 d1h5,1689,advantage attackingF2F7 attraction discoveredAttack long opening sacrifice
E7UhO,r1b2rk1/1p3p1p/3p1qp1/p1p1b2P/4P3/1BN2P2/PPPQ2P1/2KR3R w - - 1 16,h5g6 e5f4 b3f7 f8f7,1690,advantage middlegame pin short
XHdHJ,b5k1/4p1bp/P1p3p1/1p3p2/3rN3/4BP1P/RP4P1/6K1 b - - 1 24,d4a4 a2a4 b5a4 e4c5 a4a3 b2a3,1690,advantage endgame long
HPldM,r7/3b1qrk/1Q3b1p/p2Pp3/4P3/5PB1/4B1RP/R6K w - - 3 43,a1a5 f6d8 a5a8 d8b6 a8h8 h7h8,1692,advantage long middlegame
P7gKL,2b2rk1/1pp3p1/6qp/4p3/2P2p2/P2PB2P/4QPP1/R4RK1 w - - 0 23,e3c5 f4f3 e2f3 f8f3,1693,crushing middlegame pin short
cK4yb,8/6P1/1P6/2K1k2P/2P1b3/8/8/3q4 w - - 0 60,g7g8q d1d6 c5b5 e4c6 b5a6 d6a3,1693,endgame long master mate mateIn3
TEXBg,r4rk1/pp3ppp/2b2q2/2Pp4/1B1p1P2/P7/R5PP/1N1Q1R1K w - - 2 23,b1d2 a7a5 b4a5 a8a5,1694,advantage middlegame short trappedPiece
nKfbm,2k1q3/pp3Q1p/1bp1r1p1/3p4/8/1P3PNP/P4PP1/3R2K1 w - - 1 25,f7h7 e6e1 d1e1 e8e1 g1h2 b6f2,1694,crushing endgame long
Hv3Gd,2r5/8/3K4/4R3/P1r1R1pk/8/8/8 w - - 1 48,e4c4 c8c4 a4a5 g4g3,1695,crushing endgame master rookEndgame short
rLBB1,6k1/p4ppp/2p2q2/8/1P1brN2/P5P1/2Q3KP/5R2 b - - 3 25,e4e3 f4d5 f6e6 d5e3,1696,advantage endgame short
COUJ8,5rk1/1p2ppb1/3p2p1/6r1/4PQ2/qB3R2/P1P2P2/3K3R b - - 5 25,a3c5 b3f7 f8f7 f4f7,1697,mate mateIn2 middlegame short
X2VJh,5r2/p3p1k1/3p1pp1/2pPq2P/3nP1Q1/r7/6P1/1B2RRK1 b - - 0 28,e5g5 g4g5 f6g5 h5h6 g7h6 f1f8,1700,advantage deflection long middlegame
hlDER,8/8/pKP3k1/8/PP3bp1/3p4/8/4B3 w - - 0 41,c6c7 f4c7 b6c7 g4g3 e1g3 d3d2,1701,advancedPawn bishopEndgame crushing endgame long sacrifice
xhytP,r1q2r1k/p4p1p/b1p1pPp1/4B3/6NQ/8/P5PP/5RK1 b - - 0 26,a6f1 h4h6 f8g8 h6g7 g8g7 f6g7 h8g8 g4h6,1701,advancedPawn mate mateIn4 middlegame sacrifice veryLong
CL4di,5r2/1br2pk1/p3pNpp/2p1P3/5P2/3R3Q/q1P3PP/5R1K b - - 1 25,a2c2 h3h6 g7h6 d3h3 h6g7 h3h7,1702,attraction hookMate long mate mateIn3 middlegame sacrifice
YIF5D,3Rr1k1/Q4p1p/6p1/8/8/1P4P1/P1q3rP/3R2K1 w - - 2 31,g1f1 c2e2,1702,endgame mate mateIn1 oneMove triangleMate
c3gvf,5k1r/4n3/2qpP2p/1p3R2/8/2PQ2P1/1P5P/6K1 b - - 0 29,e7f5 d3f5 f8e7 f5f7 e7d8 f7f6,1702,advantage endgame exposedKing long
OuZfA,2kr4/ppp2p2/2nr1n2/2N2q1p/2Pp1P2/P2R2P1/1PQ1B2P/5RK1 w - - 1 20,e2f3 f5c5 b2b4 c5f5,1703,advantage hangingPiece middlegame short
qzQBg,r6r/2pqkp2/2bpp1pp/p7/2QRP3/5N2/PP3PPP/2K1R3 b - - 0 18,h8b8 f3e5 c6b5 e5d7 b5c4 d7b8,1703,advantage long middlegame
9OriR,r4rk1/pQ1R2pp/1p3p1q/4b3/8/P1P5/1P6/1K1R4 b - - 0 26,f8b8 b7d5 g8h8 d7d8 b8d8 d5d8 a8d8 d1d8,1704,backRankMate mate mateIn4 middlegame sacrifice veryLong
h1hIY,6k1/R4pbp/5np1/8/3P4/1r2BP2/5P1P/6K1 b - - 0 24,f6d5 a7a8 g7f8 e3h6 b3b1 g1g2 d5f4 h6f4,1704,crushing endgame pin veryLong
9DOzL,8/p6Q/8/1pq2r2/4kB2/3p4/6PP/5K2 b - - 0 36,c5e3 h7f5 e4f5 f4e3,1706,advantage endgame short
WlUqs,1r4k1/1p1bqpbp/p4np1/4p3/2r1P3/PnNRN1PP/1B2QPB1/1R4K1 b - - 1 21,c4c8 c3d5 f6d5 e3d5 e7e8 d3b3,1707,crushing long master middlegame
BNCke,8/1p3pp1/2k4p/3p4/1P1P1P2/4K1PP/b7/5B2 w - - 3 40,f1d3 a2c4 d3f5 c6b5 f5c8 b7b6,1708,bishopEndgame crushing defensiveMove endgame long master
QK5ea,r5k1/5pbp/4p1p1/2Bp4/q1bP1P2/4P3/2NQ2PP/1R4K1 w - - 0 24,b1a1 a4a1 c2a1 a8a1 g1f2 a1a2 d2a2 c4a2,1708,crushing middlegame pin veryLong
J9hJf,4rrk1/1Qp2ppp/p7/8/8/8/PPP2PPq/3RRK2 w - - 0 18,e1e8 h2h1 f1e2 f8e8 e2d2 e8d8 d2c3 h1d1,1710,crushing deflection endgame intermezzo veryLong
MCPfx,8/1p5k/p5p1/2pPR3/2P5/1P3r1p/7P/6K1 b - - 1 40,f3b3 d5d6 b3d3 e5d5,1710,clearance crushing endgame master rookEndgame short
WANao,3r3k/6pp/2R2p2/1p5Q/3P4/4P2P/1q3PP1/6K1 w - - 0 36,c6d6 b2c1 g1h2 c1c7,1710,advantage endgame pin short
7yLYo,8/5n1r/1p3pk1/p1pP2p1/P3rPK1/1P2N1P1/8/3RR3 w - - 0 35,d5d6 f7e5,1711,endgame mate mateIn1 oneMove pin
WmRZX,r2qkbnr/1bp2pp1/ppn1p2p/8/2BP1B2/1QN1PP2/PP4PP/R3K1NR w KQkq - 2 10,e1c1 c6a5 b3a4 b7c6 a4c2 a5c4,1712,crushing defensiveMove long opening
iwgQD,3q1r1n/p2r2k1/2p2p2/8/2p3P1/2B4R/PPB3P1/5R1K b - - 1 32,d8b6 h3h7 g7g8 h7d7,1712,advantage middlegame short skewer
smhK4,8/8/2k5/P6K/1p4PP/8/8/8 w - - 0 49,a5a6 b4b3 h5h6 b3b2 a6a7 c6b7 g4g5 b2b1q,1712,advancedPawn crushing endgame pawnEndgame promotion veryLong
yKCG8,7r/1p1k1p2/p3pPp1/nb6/3P1PPK/N4q2/1B1Q2B1/1R6 w - - 3 31,h4g5 h8h5 g4h5 f3h5,1712,mate mateIn2 middlegame sacrifice short xRayAttack
OqPv7,r1bk3r/ppqn2pp/4R3/1B1p4/3Q4/8/PPP2PPP/R5K1 b - - 0 16,d7f6 e6f6 g7f6 d4f6 c7e7 f6h8,1713,crushing exposedKing fork long master middlegame
s9HHZ,2k3r1/1b1p4/p1nqp1r1/1p2P3/2pP1p2/P1P4P/1PB1QPP1/R3R1K1 w - - 0 22,e5d6 g6g2 g1h1 c6d4 c2e4 d4e2,1713,advantage kingsideAttack long middlegame
fSqfK,6k1/pp2bppp/3qp3/3r4/6Q1/2P1B2P/PP3PP1/4R1K1 w - - 2 23,g4f4 d5d1 e1d1 d6d1 g1h2 e7d6,1714,crushing endgame long pin
2Nfu9,4k3/1p4pp/p4p2/2Q2P2/1P2PK2/1P4P1/8/5q2 w - - 3 39,f4g4 h7h5 g4h5 f1h3 h5g6 h3h6,1715,attraction endgame long mate mateIn3 queenEndgame
UUmjz,4k3/6p1/3K4/3P4/8/8/8/8 b - - 2 58,g7g5 d6c7 g5g4 d5d6 e8f7 d6d7,1715,advancedPawn crushing endgame long pawnEndgame
oN1sX,2K2Q2/2N4p/p6n/5k2/8/3q4/P4P2/8 b - - 7 54,f5g5 c7e6 g5h5 e6f4 h5g4 f4d3,1716,crushing endgame fork long master
fAb5u,r1bq1rk1/pp3pb1/2np1np1/2p1p1Np/2B1P3/1P1P2Q1/PBP2PPP/RN3RK1 b - - 1 11,g7h6 g5f7 f8f7 g3g6,1717,capturingDefender crushing discoveredAttack fork middlegame pin short
2ZUai,r5k1/1pp2pp1/6qp/5n2/4RP2/1BPQ2PP/P4K2/8 b - - 2 33,f5d6 e4e8 a8e8 d3g6,1718,crushing discoveredAttack endgame pin short
7eRz6,2b1k2r/4n1pp/p2q4/1p6/3B4/P4Q2/1P3PPP/3R2K1 b - - 7 26,h8f8 f3f8 e8f8 d4g7 f8g7 d1d6,1718,advantage attraction discoveredAttack exposedKing long middlegame sacrifice
d1qly,1rbq1rk1/1p2bppp/p1np4/2pNp2n/2P1P3/P2P1NB1/1P2BPPP/R2Q1RK1 w - - 1 16,f3e5 h5g3 e5c6 g3e2,1718,crushing kingsideAttack opening short
W2T0F,5r1k/1p1Q3p/2p5/2P2pB1/1P1bq3/3p2P1/5P1P/3R2K1 w - - 2 30,d7d6 d4f2 g1f2 e4e2 f2g1 e2d1 g1g2 d1e2,1720,attraction crushing endgame fork sacrifice veryLong
54uVJ,8/1r5p/4bk2/p4p2/7P/2R3P1/P3BP2/5K2 w - - 1 41,e2c4 b7c7 c4e6 c7c3,1721,advantage endgame short
RXWMz,8/4k3/2p1P3/4pP2/1pP5/3K4/8/8 b - - 1 52,e7f6 c4c5 b4b3 d3c3 e5e4 c3b3,1721,crushing endgame long pawnEndgame quietMove
mPokL,2r1rbk1/2qn1pp1/p3p2p/1p3P2/1Pb5/P2B1NQP/1BP3P1/4RRK1 b - - 0 21,e6f5 g3c7 c8c7 e1e8,1721,crushing master masterVsMaster middlegame short
6igwF,6B1/8/p4Q2/1pP3N1/1P2PK2/3P4/P4r2/6qk w - - 2 44,g5f3 f2f3 f4f3 g1f1 f3g4 f1f6,1722,advantage attraction endgame long sacrifice skewer
QDBxy,2k4r/ppp1n1bp/4b1p1/1Pq1p3/P3B3/2B5/2P2PPP/RN1Q2K1 b - - 0 19,h8d8 e4b7 c8b7 d1d8 c5d5 d8d5,1722,crushing deflection long middlegame queensideAttack
WNXE0,1k2B3/1p4p1/p4b1p/2P5/1P3P2/3b1P1P/P3n1P1/3RB1K1 w - - 2 30,g1f2 f6d4 f2f1 e2g3,1722,discoveredCheck doubleCheck endgame mate mateIn2 short
hVdCE,8/p1p5/2pk4/7p/PP1P3r/2P3R1/6K1/8 w - - 3 41,g3g5 h4g4 g5g4 h5g4 c3c4 d6e6 g2f2 e6f5,1723,crushing defensiveMove endgame rookEndgame veryLong
msRo2,r1b3k1/p1pN2p1/2pq3p/3p1P2/3b1B2/2NP4/PPP1rPPP/4RRK1 w - - 0 15,f4d6 d4f2 f1f2 e2e1 f2f1 e1f1,1723,crushing deflection fork long middlegame
njfwV,8/p7/1b1R1R2/7p/5Pk1/6P1/r6P/7K w - - 1 48,f6g6 g4h3 d6b6 a2a1 b6b1 a1b1,1723,defensiveMove endgame long mate mateIn3 sacrifice
yVCT7,5Q2/8/7p/3pk3/8/4K3/1p6/8 b - - 0 59,b2b1q f8e7 e5f5 e7h7 f5f6 h7b1,1723,crushing endgame long queenEndgame skewer
a3888,8/6pk/2P4p/4R3/8/6P1/p5r1/K7 b - - 0 45,g2g3 e5c5 g3f3 c6c7,1724,advancedPawn crushing endgame quietMove rookEndgame short
LGRri,r2q1k1r/1b3ppp/2Bp1n2/p1nP2N1/1p3Q2/8/PP3PPP/3RR1K1 b - - 5 18,a8c8 e1e8 d8e8 c6e8,1726,advantage middlegame short
vrRnb,3r4/pb2Npkp/1p4p1/3PP3/8/8/PP4PP/4R1K1 b - - 0 34,b7d5 e1d1 d8e8 e7d5,1726,advantage endgame short
atEha,3r2n1/pbk2RQp/1p6/2n5/P7/1q6/6PP/2R4K b - - 0 21,c7b8 f7b7 c5b7 g7c7 b8a8 c7c8 d8c8 c1c8,1727,backRankMate clearance mate mateIn4 middlegame sacrifice veryLong
zjLFm,8/1p4p1/p1p5/P1PpN3/1q1Pk3/5Q1P/5PPK/1b6 b - - 14 46,e4d4 f3e3,1727,endgame master mate mateIn1 oneMove
FB7D5,6r1/p2k1r1p/2p1p3/2p2nB1/2PbQ3/3P4/PP5P/5R1K w - - 6 25,g5d2 f5g3 h2g3 f7f1 h1h2 f1f2 h2h3 f2d2,1728,crushing discoveredAttack fork middlegame veryLong
67Iu7,4rr1k/p5pp/1p6/4pbq1/4Q3/2P1P3/P1P2PPN/3R1RK1 w - - 3 24,h2f3 g5g2 g1g2 f5e4,1729,crushing kingsideAttack middlegame short
zWIFD,r2q2k1/p5b1/1pn1p2P/2pp1rP1/3Pn1Q1/2P1PN2/PP4P1/R3K2R b KQ - 0 18,f5g5 g4e6 g8h8 h6g7,1729,advancedPawn crushing doubleCheck fork master middlegame short
G7blm,5nk1/pp2r1pp/3q4/6P1/3p2B1/1P1Qp2P/P5P1/4R2K b - - 1 32,f8g6 d3c4 e7f7 g4e6,1732,advantage endgame pin short
otRXk,5rk1/6pp/8/3R4/2N5/P6P/6P1/4b2K w - - 0 32,d5e5 e1g3 h1g1 g3e5,1733,advantage endgame short
pThSR,r4rk1/pppb3n/2n4b/5p2/2B1p2N/6N1/PPP2PPP/R4RK1 b - - 1 19,g8g7 g3h5 g7h8 h4g6,1733,mate mateIn2 middlegame short
7ZXYs,6rr/p1q1kp2/1pp1pn2/7p/2P1N2Q/6P1/PP2PP2/2RR2K1 b - - 5 18,c7e5 e4f6 e5f6 d1d7 e7d7 h4f6,1735,crushing deflection long middlegame pin
b0Upc,3rk3/pR1b1ppp/2nQp3/4P3/5P2/4q3/P1P1B1PP/4KR2 w - - 4 22,f4f5 c6d4 d6d4 e3d4,1735,crushing middlegame short
EiExo,rb1qr1k1/1p4pp/p1n1pnp1/3p2B1/3P2B1/2N4P/PPP2PP1/R2QR1K1 b - - 1 15,d8c8 g5f6 g7f6 c3d5,1736,advantage opening short
iVLxL,r2q1rk1/pp1b2b1/2n1p1Q1/3p2N1/3P4/2P5/PP3PP1/RN2K2R b KQ - 2 15,f8f6 h1h8 g8h8 g6h7,1736,attraction kingsideAttack mate mateIn2 middlegame pin sacrifice short
lJilt,2R1brk1/5p1p/4p1p1/4P3/1p6/rN1R3P/5PP1/5K2 b - - 1 30,a3a1 b3a1 e8b5 c8f8 g8f8 f1e2,1739,advantage defensiveMove endgame hangingPiece long
hK8F3,rn1qk2r/ppp1ppb1/3p3p/3P2p1/2P1n3/6B1/PP4PP/RN1QKBNR w KQkq - 0 10,d1g4 e4g3 g4g3 g7b2,1740,advantage opening short
jymxi,2kr3r/Qpp1pp1p/6p1/7q/1P4n1/P1b2NPb/4RP1P/R1B3KB b - - 0 17,c3a1 a7a8 c8d7 e2d2 d7e6 d2d8,1740,advantage deflection long middlegame queensideAttack
qexoQ,r2q1rk1/bpp2pp1/p2p1n1B/4pN2/P1P1P3/5Q1P/1P2NPP1/n4RK1 b - - 0 17,g7h6 f3g3 f6g4 g3g4 d8g5 f5h6 g8h7 g4g5,1740,crushing kingsideAttack middlegame pin veryLong
ITkOI,8/4n3/K1p3p1/P5p1/5k2/1P3P1P/8/8 b - - 0 42,f4f3 a6b7 e7d5 a5a6,1741,advantage endgame knightEndgame short
mflv2,r2q1rk1/2n3b1/p2p2pp/1ppP1b2/2P1NB1P/3BP3/PPQ3P1/R3K2R w KQ - 0 19,e4d6 f5d3 c2d3 f8f4 e3f4 d8d6,1741,advantage capturingDefender discoveredAttack long middlegame
RYcfa,6k1/pNn4p/8/2P2p2/1P1R4/P2KR1P1/3r1r2/8 w - - 2 45,d3c3 c7b5 c3c4 b5d4,1743,advantage endgame fork short
NODyn,2krbr2/1pp5/p2p1p1p/3Pn1p1/qP2P1P1/3BR1NP/1KPQ4/3R4 b - - 5 30,e8b5 d1a1 b5d3 a1a4,1744,advantage middlegame short trappedPiece
ipX58,2R5/6kp/8/4P3/8/Pn1r1PR1/r7/4K3 b - - 4 40,g7h6 c8c6 h6h5 g3h3 h5g5 f3f4 g5f4 h3d3,1744,crushing discoveredAttack endgame exposedKing veryLong
yBqkf,r2qk2r/p2np1bp/6p1/3Q2P1/8/4B2P/PPP5/2KR3R b kq - 0 19,d7b6 d5c6 b6d7 d1d7 d8d7 c6a8,1744,crushing deflection long middlegame
TbBrW,2r2bk1/1q3pp1/7p/p2R4/PpP1r3/1P4P1/5QNP/2R3K1 w - - 0 28,c1f1 b7d5 c4d5 f8c5,1747,crushing master middlegame pin sacrifice short
E3Q54,rq2k1n1/p4pp1/1p2P3/2p1R1B1/8/6Pr/PP3P2/R2Q2K1 b q - 0 21,b8e5 d1d7 e8f8 d7f7,1748,master mate mateIn2 middlegame short
O9vt0,6k1/1bpBr1pp/p7/1p2n3/8/1P6/P5PP/4RRK1 w - - 2 26,f1f5 e5f3 g2f3 e7e1 g1f2 e1e7 d7b5 a6b5,1748,advantage discoveredAttack endgame trappedPiece veryLong
qaySb,2rr4/p3k2p/bp2p1p1/4qp2/2P1B2P/1P2Q1P1/P4PK1/2R1R3 w - - 0 27,e4d5 e5e3 e1e3 d8d5 c4d5 c8c1,1748,crushing long master masterVsMaster middlegame
GHZZq,r4rk1/p4b2/1pp1N1pQ/4b3/6B1/2q4P/6P1/R2R2K1 b - - 1 31,a8e8 e6g5 c3e3 g1h1 e3g5 h6g5,1749,advantage long middlegame
rxXt6,2r5/p3n1p1/1p1b2p1/4k1B1/3pB1P1/8/PP4KP/4R3 b - - 0 32,c8c7 e4f3,1749,discoveredAttack discoveredCheck endgame master mate mateIn1 oneMove pillsburysMate
LcA6Y,2k5/8/8/1P1pn3/P6K/5P1P/6r1/3R4 w - - 2 42,d1d5 e5g6 h4h5 g6f4 h5h6 f4d5,1750,crushing endgame fork long
SBUJk,r3k2r/1pq1npp1/p1n1p2p/4Pb2/2pP4/BQ3N2/P3BPPP/R4RK1 w kq - 0 14,e2c4 c6a5 b3a4 b7b5 c4b5 a6b5,1751,advantage defensiveMove fork long middlegame
VvtEc,r2qk2r/ppp1p1bp/2b3p1/n2N1p2/8/3BBQ1P/PPP1N1P1/2KR3R b kq - 0 13,c6d5 d3b5 c7c6 d1d5,1752,advantage discoveredAttack middlegame pin short
