PuzzleId,FEN,Moves,Rating,Themes
Y3KcJ,8/5pk1/8/5p2/1K4PP/8/8/8 w - - 0 54,g4g5 g7g6 b4c5 g6h5 g5g6 f7g6,1752,crushing endgame long master pawnEndgame
vghlp,4r2k/1PP4p/1P1p4/P1b2p2/R1B3p1/4r1P1/7P/5K2 w - - 0 36,c7c8q e3e1 f1g2 e1g1,1752,endgame mate mateIn2 operaMate short
BZoGY,5rk1/6bp/3q2p1/1p2p3/4Q3/2BPR1P1/6KP/8 b - - 3 36,b5b4 c3b4 d6d8 b4f8,1753,crushing endgame master short skewer
gIiOd,2rk1r2/4p3/p2p4/8/q5P1/2pQ1P2/P1P1B3/1K1R3R w - - 0 26,d3a6 a4b4 b1a1 b4b2,1753,mate mateIn2 middlegame short
M1MHA,2r5/pp1N2kp/2n1prp1/3p4/3P4/q1P5/P3QPPP/R1R3K1 b - - 2 20,c6d4 e2e5 a3e7 d7f6 d4f3 g2f3,1755,crushing long middlegame
yNVau,4r1k1/R4p1p/3q2p1/8/8/1PQ4P/1P3PPK/8 w - - 2 28,g2g3 d6b6 a7f7 g8f7,1755,crushing endgame short
udSdO,6k1/p1b2ppp/8/1bP1p3/2Q1N2q/5P2/Pr2R1PP/3R2K1 w - - 5 25,g2g3 b5c4 e2b2 h4e7,1756,crushing master masterVsMaster middlegame short
Nl9qk,6k1/p1p2r2/3p4/3Qb1pp/PPPp4/5PP1/3q2K1/4R2R w - - 2 36,g2f1 e5g3 e1e2 d2d1 f1g2 d1e2,1757,crushing deflection endgame exposedKing long
WKTWp,4r2k/pp5P/3b1p1B/3p4/2qPr3/P4R2/1P1Q4/1K5R b - - 2 31,e4e2 h6g7 h8g7 d2h6 g7h8 h6f6,1758,attraction deflection exposedKing long mate mateIn3 middlegame sacrifice
RAPZM,6k1/5r2/r6p/2p2N2/1pP1q1P1/1P5P/1R1Q3K/8 w - - 4 43,f5h6 a6h6 d2h6 e4e5,1760,crushing endgame sacrifice short
gNXZr,3r2k1/ppp3pp/3r2p1/4b3/8/PbPBP3/1P1RKPP1/RN6 w - - 7 18,a3a4 d6d3 d2d3 b3c4 b1d2 c4d3,1761,advantage attraction long middlegame pin sacrifice
pYWPv,r2qr1kb/4pp1p/p1np2p1/1ppN4/4PB2/P2PQ2P/1PP2PP1/R3R1K1 w - - 3 19,c2c3 e7e6 f4g5 f7f6 d5f6 h8f6,1761,advantage long middlegame
HTzu1,3r1k1r/2R2p2/1PQ4p/7q/2P1P3/6P1/5PK1/8 b - - 2 36,h5g5 b6b7 f8g7 c7c8,1762,advancedPawn advantage endgame short
tEf2K,6k1/bpp3pp/2nppr2/p3p1N1/P3Pr2/2PPN2P/1P3PP1/R4RK1 w - - 4 19,g2g3 f4f2 f1f2 a7e3,1762,advantage capturingDefender middlegame pin short
4WN0p,8/6pp/3bpk2/2p5/1pP1P3/1P2BKPP/8/8 b - - 4 36,h7h6 e4e5 d6e5 e3c5,1763,bishopEndgame crushing deflection endgame master short
TrLG0,rn2k1nr/ppp2pp1/3bpqbp/3p4/3P1NPP/2N2P2/PPP1P3/R1BQKB1R w KQkq - 4 8,f4g6 d6g3 e1d2 f6d4,1764,epauletteMate interference mate mateIn2 opening short
OjRY5,1n4r1/pkp2p2/3p4/1P1Pp2p/8/3P1Brq/5P2/R2Q1RK1 w - - 0 23,f2g3 h3g3 g1h1 g3h3,1765,mate mateIn2 middlegame short
TC3hl,r2q1rk1/p2n1ppp/2pb4/8/P3PRQ1/6P1/1B4BP/R6K b - - 2 20,f7f6 g4e6 g8h8 e6d6,1765,advantage fork middlegame short
iDHTx,3b4/3k4/2p5/p3p2p/P1K1P1p1/2B2P1P/5P2/8 w - - 0 55,h3g4 h5h4 c3e5 d8c7 e5c7 d7c7,1766,bishopEndgame crushing endgame long quietMove
23Xr9,8/1NP5/8/3p4/r2P1k2/5P2/5K2/8 b - - 0 45,a4c4 b7c5 c4c2 f2e1 f4e3 e1d1 c2d2 d1c1,1767,crushing defensiveMove endgame quietMove veryLong
HyFlU,r1b1r1k1/p1p1q1p1/2pp2Q1/4b3/4N3/P7/1PP3PP/R4R1K b - - 2 20,e8f8 e4g5 f8f1 a1f1 e7g5 g6g5,1767,advantage long middlegame quietMove
aRhV3,8/7R/2K1k3/1P3p2/3p1P2/1r4P1/7P/8 w - - 2 63,h7d7 b3c3 c6b6 e6d7,1767,crushing deflection endgame rookEndgame short
95qj4,6r1/p7/4k3/2Qpp3/2bP3b/5P2/PP2K3/R4N1r w - - 0 35,e2d2 g8g2 d2c3 e5d4 c5d4 h4f6,1769,crushing exposedKing long middlegame pin
GsNaO,8/8/4k1pp/1pP2p1P/1Pp1KPP1/8/8/8 w - - 0 44,e4d4 f5g4 h5g6 g4g3 g6g7 e6f7 c5c6 g3g2 g7g8q f7g8,1770,advancedPawn crushing endgame pawnEndgame veryLong
3Grl4,5r1k/B3q1bp/6p1/3B1p2/4p3/6QP/PP3PK1/R7 w - - 2 27,g3a3 e7a3 b2a3 g7a1,1773,crushing middlegame short
RduhV,rn1q1r2/pp3kpp/2p2n2/2b2Q2/8/2N4P/PPPPRPP1/R1B3K1 b - - 4 13,d8d6 c3e4 d6d5 f5d5 c6d5 e4c5,1774,advantage long middlegame
Pp2Zv,r3r1k1/ppp3p1/4qn2/5p2/2nRp2R/2P1P1QP/PPB5/5NK1 b - - 5 29,c7c5 d4c4 e6c4 c2b3 c4b3 a2b3,1777,advantage long middlegame pin sacrifice
9lCUq,r2qkb1r/pppb3p/2n1pp2/7Q/3P3N/2Nn4/PP3PPP/R1B1R1K1 b kq - 1 13,e8e7 h4f5,1778,mate mateIn1 oneMove opening pin
LkZhQ,r1b2rk1/5pp1/p2p1n2/1pnPpNqp/2p1P3/P1N1PB1P/1PP3P1/3RQRK1 b - - 1 18,g7g6 h3h4 g5f5 e4f5,1779,crushing middlegame short trappedPiece
Ysh2g,r1bq1rk1/5pbn/p1pp2pB/2p1pP2/4P2Q/2NP1N2/PPP3PP/R4RK1 w - - 1 13,f3g5 g7h6 h4h6 d8g5 h6g5 h7g5,1779,advantage long middlegame
GqhFz,2r1nrk1/3bq3/2nb1pPN/pp2pP1Q/2ppP2P/P2P1RN1/1PP3B1/R5K1 b - - 0 23,g8g7 h6f7 f8f7 h5h7 g7f8 h7h8,1780,clearance long master mate mateIn3 middlegame sacrifice
RtZ6o,8/2R3p1/4p1k1/1p1p2P1/1r3PKP/p7/8/8 b - - 0 43,a3a2 h4h5 g6h7 g5g6 h7h6 c7c8 b4f4 g4f4,1780,crushing endgame exposedKing quietMove rookEndgame veryLong
aBBil,2rq1rk1/p2b1pp1/1pn2n1p/2bpp3/2P2B2/1Q2PN2/PP1NBPPP/2RR2K1 w - - 0 14,c4d5 c6a5 b3d3 e5f4,1780,advantage middlegame short
Ip1MQ,2rk4/1R1n3q/2Q4p/p2pP3/1b1P4/2N5/P4PPP/1R4K1 w - - 1 20,c6d5 h7b1 c3b1 c8c1,1781,backRankMate mate mateIn2 middlegame sacrifice short
mReGD,rn2k2r/p4p1p/1pp2p2/q2p1b2/3P4/4PQ2/PR1N1PPP/4KB1R b Kkq - 1 14,a5a3 f3f5 a3b2 f5c8 e8e7 c8h8,1782,advantage long master middlegame sacrifice skewer
wqhTH,8/5ppp/8/3p1PPP/1k1P4/p7/2K5/8 b - - 0 39,b4a4 g5g6 a3a2 c2b2 h7g6 f5f6 g7f6 h5h6 a2a1q b2a1,1784,crushing endgame pawnEndgame veryLong
5UaGz,r1b2rk1/4q1pp/2p2n2/p2n1p2/N1N5/3P2P1/P3PPBP/R2QK2R w KQ - 0 17,a4b6 d5b6 c4b6 e7b4 d1d2 b4b6,1785,advantage fork long master middlegame
A5mIC,8/8/1B2p1k1/p2pP1P1/P6P/1Rpr4/5K2/8 w - - 0 48,f2e2 c3c2 b3d3 c2c1q,1785,advancedPawn advantage endgame promotion short
YPCVo,3r3k/1pp4p/4B3/6B1/P7/2b4P/1n4P1/5R1K b - - 0 36,d8d6 f1f8 h8g7 f8g8,1785,endgame mate mateIn2 operaMate pillsburysMate short
BSnbG,r4rk1/4p3/p2p2p1/3P4/1p2PnQ1/1Pp5/P1PqB2R/R4KN1 b - - 4 28,f4e2 g1f3 f8f3 g4f3,1786,advantage defensiveMove middlegame short
FKEjf,4rrk1/Rp3qpp/1Pb1pp2/2R5/3P3N/4Q2P/5PPK/8 b - - 2 34,e8a8 c5c6 a8a7 c6c7,1786,advantage middlegame sacrifice short
H82Ys,1R6/5ppk/8/p7/P4PP1/1P1p4/1r6/5K2 w - - 0 43,f4f5 b2b1 f1f2 d3d2,1786,advancedPawn crushing endgame master rookEndgame short
kLod5,1br3k1/pp1q2pQ/2n4R/3p4/3P2p1/P1Nr3P/1P3P2/R5K1 b - - 1 22,g8f8 h6f6 g7f6 h7d7,1786,advantage master middlegame short
y1Swk,2rq4/2p4k/p1Q1p2P/1p3pp1/8/2P2P2/PPB5/2K5 b - - 4 34,d8d5 c6d5 e6d5 c2f5 h7h6 f5c8,1786,capturingDefender crushing endgame exposedKing fork long
fLTJp,7k/pb4p1/1p6/5Q2/1n3P2/7P/PPrq2P1/R5RK w - - 0 23,a1d1 b7g2 h1h2 g2e4 d1d2 c2d2,1787,crushing discoveredAttack discoveredCheck long middlegame sacrifice
nl2Nz,r2r3k/pp4pp/2pNQ1bq/8/6P1/8/P6P/4RR1K b - - 2 23,d8d6 e6e8 a8e8 e1e8 g6e8 f1f8,1787,backRankMate long mate mateIn3 middlegame sacrifice
z4PLF,8/2k5/1r2R3/1p1PKp2/1P6/8/8/8 b - - 3 48,b6e6 d5e6 f5f4 e5f4 c7d6 f4f5 d6e7 f5e5,1787,crushing defensiveMove endgame veryLong
TJUKd,4r3/1b2k3/1p1q4/pPp2Rp1/P1P5/R2Br2P/2Q1N1P1/7K w - - 1 35,c2d2 e3h3 h1g1 d6h2 g1f2 h2g2,1788,advantage kingsideAttack long middlegame pin
pBcy8,8/8/4n3/p4N1p/Pkp2P1P/4K3/8/8 w - - 0 47,f5d4 e6d4 e3d4 c4c3 d4d3 b4b3 f4f5 c3c2 d3d2 b3b2,1789,advancedPawn crushing defensiveMove endgame knightEndgame veryLong
mRMSP,5k1r/3qpp2/3p4/3P4/1p1N3n/6QP/PP6/5RK1 b - - 3 38,h8g8 d4e6 d7e6 g3g8 f8g8 d5e6,1792,crushing endgame long master pin
rh3DB,r4rk1/2p2ppp/p2b1q2/3bp3/3B2Q1/5N2/PPP2PPP/3RR1K1 w - - 0 18,d4e5 d5f3 g4f3 d6e5,1792,advantage intermezzo middlegame short
077yn,5k2/5pp1/1R1bp2p/3p4/p2P4/2q1PNP1/4QPPK/2r5 b - - 1 40,c3c7 e2a6 d6g3 f2g3,1793,advantage endgame short
KUl2J,r2q1rk1/1ppb2p1/p3pP1p/3p2b1/6QP/1P1PP1R1/PB1P2P1/RN4K1 b - - 0 16,g5f6 g4g7 f6g7 g3g7,1793,advantage kingsideAttack middlegame sacrifice short
SXs8C,4r3/4k2p/p2b1p2/1q1Q1pr1/2nB4/6P1/6BP/R3R1K1 b - - 1 32,d6e5 d4c5 b5c5 d5c5,1795,crushing middlegame pin short
9mmvb,8/1p6/6p1/PpP1kP2/6pP/3KB3/7b/8 b - - 0 45,g6f5 c5c6 b7c6 a5a6,1796,bishopEndgame crushing endgame short
THRpl,5r2/8/3k2p1/1p1p1p2/1P1BpN2/2P5/7P/6K1 b - - 3 43,g6g5 d4c5 d6e5 f4g6 e5f6 g6f8,1797,crushing endgame fork long
XagZZ,5rk1/1bppbpp1/2n2n1p/4p3/2N1P3/1BPP1N2/5PPP/q1BQR1K1 b - - 0 15,a1c3 c1d2 c3d3 e1e3,1798,advantage master middlegame short
5pDuX,r1b1nrk1/2Bpqpb1/1Q2p1pp/1P6/p1N1P3/P1P2P2/1P4PP/2KR2NR w - - 3 18,c7e5 g7e5 c4e5 e7g5 d1d2 g5e5,1799,advantage fork long middlegame
XjCz8,6k1/p6p/4qrpQ/1p1pbP2/2pP1R2/2P4P/PP6/5RK1 b - - 0 30,e5f4 f5e6 f4h6 f1f6,1799,capturingDefender crushing discoveredAttack endgame short
IBKAD,r3r1k1/ppqb1ppp/2nbpn2/3pN3/3P4/2PB2B1/PP1NQPPP/R3K2R w KQ - 9 12,e5g4 f6g4 e2g4 e6e5,1800,crushing middlegame short
VnEBa,r3r1k1/p1p2p2/1p5p/4q1p1/4P3/8/P1Q1B3/1R3RK1 b - - 0 26,e5e4 c2e4 e8e4 e2f3 a8e8 f3e4,1800,advantage attraction long middlegame
9gWTq,r3r1k1/pppbqp2/3p2pp/3P4/2P2P2/1P2nN1P/PQ2R1B1/R6K b - - 0 23,e3c4 e2e7 c4b2 e7d7,1801,advantage master middlegame short
BSIwv,r5rk/pp3p2/2b5/2p1Pn1q/P2N2p1/2PPp2P/1P2Q1BK/5RR1 w - - 0 28,f1f5 g4g3 h2h1 h5h3,1801,deflection mate mateIn2 middlegame pin short
ADxk9,1r6/pb6/1p1k1q1p/2pPR3/3n1PQ1/1P6/P6K/4R3 b - - 4 40,b7d5 e5d5 d6d5 g4d7 f6d6 e1e5,1802,attraction epauletteMate long mate mateIn3 middlegame sacrifice
zjENQ,5qk1/1p3p1p/p4Q2/5p2/P4P2/5r2/2R4P/6K1 b - - 7 34,f3f4 f6g5 g8h8 g5f4,1802,crushing endgame fork short
VEaj1,3r2k1/p1q1r1p1/b1p1Pp1p/2Pp3P/3B1PQ1/2P5/P1R2K2/7R w - - 1 25,d4f6 d8f8 f6e7 f8f4 g4f4 c7f4,1803,crushing exposedKing fork long middlegame sacrifice
adCNW,4r1k1/4PRbp/3p4/1p4BK/8/1p4P1/4r3/5R2 b - - 0 37,b3b2 f7g7 g8g7 g5h6 g7h8 f1f8 e8f8 e7f8q,1804,advancedPawn attraction endgame mate mateIn4 promotion sacrifice veryLong
fWp21,6r1/8/1p6/p2p4/3Qbk2/2P1R3/PP4q1/4K3 b - - 3 55,g2h2 e3e4 d5e4 d4d6 f4f5 d6h2,1804,advantage endgame long sacrifice skewer
hlTuA,r3r1k1/5p2/5q1N/p2n3Q/Pp1bp3/2Pn3P/1P3PP1/R4RK1 b - - 1 25,g8h7 h6g4 h7g7 g4f6 d4f6 h5d5,1805,crushing discoveredAttack discoveredCheck long master middlegame
wO24B,8/5kp1/8/pppNp3/8/2P4P/5PPK/8 w - - 0 44,d5c7 b5b4 c3b4 c5b4,1805,advantage endgame knightEndgame master short
EtB6B,1Q3nk1/5p1p/p5p1/8/P7/q3PN2/5PPP/2rR2K1 w - - 3 30,b8d8 a3a1 g2g4 c1d1 d8d1 a1d1,1806,crushing endgame fork long
ubbSt,r6r/pp3kpp/2pnB3/3n4/8/P1P2P2/1PP4P/2KRR3 b - - 1 17,f7g6 e6d5 c6d5 e1e6 g6f7 e6d6,1807,advantage clearance exposedKing fork long middlegame
thcyb,7k/pp5p/2p3n1/3p1B2/3P4/1PP3Q1/P3q1KP/8 w - - 11 35,g3f2 g6h4 g2g3 e2f2 g3f2 h4f5,1808,crushing endgame long pin
p4gNC,r1b2Rk1/pp2p2p/4q1pb/8/2N3p1/2P1P3/PPN3PP/R2Q2K1 b - - 0 18,g8f8 d1d8 f8g7 a1f1 c8d7 d8a8,1809,clearance crushing long middlegame quietMove
vKF0B,2kr1bnr/pp3ppp/1qn1p1b1/1N1p4/3P1BP1/2PB1N1P/PP3P2/R2QK2R b KQ - 0 11,a7a6 f4c7 b6b5 d3b5,1809,advantage fork middlegame short trappedPiece
kukVv,1rr3k1/1p1n1pp1/p3qn1p/8/P3pQ2/6P1/PB3PBP/1R1R2K1 b - - 2 27,c8c4 b2f6 e6f6 d1d7 f6f4 g3f4,1810,capturingDefender crushing long master middlegame
EWoBc,r7/4npk1/bp1q2p1/pN1p4/7R/2NQP3/PP3PP1/1K6 b - - 2 22,e7f5 d3f5 g6f5 b5d6,1811,crushing middlegame short
pgrxE,8/p4k2/8/6KP/8/8/8/8 w - - 0 58,h5h6 a7a5 g5f4 a5a4 f4e3 a4a3 h6h7 f7g7 h7h8r g7h8,1811,crushing endgame pawnEndgame quietMove veryLong
POQ9K,6k1/5pp1/1n2p2p/1qN1P3/b2P4/N6P/1pr2PP1/1Q2R1K1 b - - 1 31,c2c1 a3b5 c1e1 b1e1,1812,crushing middlegame short
nRhmd,8/8/8/1p1k1pp1/pP2pP1p/P1K1P1P1/6P1/8 w - - 0 37,f4g5 h4g3 g5g6 d5e6 g6g7 e6f7 g7g8q f7g8,1812,crushing endgame pawnEndgame veryLong
VtRXW,r1b1k1nr/ppp1qpQp/3b4/8/2B5/8/PPP2PPP/RNB1K2R w KQkq - 1 10,c4e2 d6e5 g7g5 e7g5 c1g5 e5b2,1813,crushing long opening
giUqb,1r6/4RP2/3k1P2/6R1/8/2p5/K7/1r6 w - - 0 54,e7e8 b8b2 a2a3 b1a1,1813,endgame master mate mateIn2 rookEndgame short
5Mnum,rn1R4/5pbk/2p3pp/2P1B3/5QP1/Pp5P/1P2qPB1/1K6 w - - 3 28,e5g7 e2c2 b1a1 a8a3 b2a3 c2a2,1814,long mate mateIn3 middlegame queensideAttack sacrifice
jC8yW,3q3k/1Q6/4Bp1b/4pP1p/6pP/8/3r2P1/5R1K b - - 9 50,h6g7 b7f7 g7h6 f7h5,1814,crushing endgame master masterVsMaster pin short
HcKme,5r2/1p2q1pk/p5pp/4p1P1/1PPpPb1P/P2P4/B5Q1/5R1K b - - 0 28,h6g5 h4g5 f4g5 f1f8 e7f8 g2g5,1815,advantage endgame long
bk8JD,1R3bk1/pp1q1p1p/6p1/5b2/8/3nBN2/PP4PP/3R2K1 b - - 3 23,b7b6 e3h6 d7d6 b8f8 d6f8 h6f8,1815,advantage long middlegame pin
4HADA,8/1p6/2k3p1/2P2pP1/3K1P2/8/8/8 b - - 4 52,c6c7 d4e5 c7c6 e5f6 c6c5 f6g6,1816,crushing endgame long pawnEndgame
houHv,1r2r1k1/5p2/pN1pp1p1/P2Pn2p/4P2q/2Q2P2/4B3/R1R3K1 w - - 0 32,c3e3 h4g3 g1f1 e5g4 e3g1 g4h2 g1h2 g3h2,1816,crushing exposedKing kingsideAttack master middlegame veryLong
C9MXK,r3r1k1/p4p1p/3q1p1Q/2pP1R2/8/2N5/PP4P1/6K1 b - - 0 23,c5c4 f5g5 f6g5 h6d6,1818,advantage endgame short
ZZqSR,2k2r2/1p4r1/1Pp3P1/Q2pq2R/4p3/1KP5/P7/8 b - - 2 51,e5e6 a5a8 c8d7 a8b7 d7d6 b7g7,1819,crushing deflection endgame interference long skewer
GH6bG,1r1k4/8/1qp4B/p2p1r2/7P/PPbQ1N2/R5P1/5K2 b - - 1 29,b6b3 d3f5 b3b1 f5b1,1820,crushing hangingPiece master middlegame short
SvJm0,6k1/pp3p1p/8/2P5/1PR5/5KP1/P2r4/8 b - - 0 33,d2a2 b4b5 a2b2 c5c6 b7c6 b5c6,1820,crushing endgame long master masterVsMaster quietMove rookEndgame
G2T0s,1r3r1k/6p1/p5b1/1pNBp1qp/2p1P3/2P5/PP2QPK1/3R1R2 w - - 1 27,g2h1 f8f4 f2f3 f4h4,1822,crushing middlegame short
Q0Qxo,3R4/1k5P/6p1/p4p2/8/1P1pn3/2P3r1/4K3 w - - 0 41,h7h8q g2e2,1822,endgame master mate mateIn1 oneMove vukovicMate
zE3A1,8/p1k3p1/4KpP1/1PP4n/8/8/8/8 b - - 7 51,c7b7 e6d7 h5f4 c5c6 b7b6 c6c7 f4g6 c7c8q,1822,advancedPawn crushing endgame knightEndgame promotion veryLong
gWiZ8,8/1k2r1p1/R4p1p/5P2/2K3P1/7P/8/8 w - - 2 51,a6e6 e7e6 f5e6 b7c6 e6e7 c6d7 e7e8r d7e8,1823,crushing endgame rookEndgame veryLong
B6puC,2r2rk1/1p3ppp/pq2pb2/1b6/8/1B3NB1/PP3PPP/1R1QR1K1 w - - 2 20,g3h4 f8d8 h4f6 d8d1 b1d1 g7f6,1825,advantage long middlegame trappedPiece
GOpU5,r4r2/5pk1/p2q4/1p2p3/4B1b1/6P1/PPQ2P2/R4K1R b - - 2 30,f8h8 e4a8 h8h1 a8h1,1826,crushing middlegame short
hPDc0,5b2/2B2k2/2pn1pp1/1p5p/p1qP1Q2/P4N1P/1P2rPP1/3R2K1 b - - 7 36,e2e4 f3g5 f7g7 g5e4,1826,advantage master middlegame pin short
jd8Ei,4r2k/p4rpp/P1p3q1/1p2n3/4p2n/1Q2B1N1/1PR2PPP/3R2K1 b - - 1 29,e5d3 c2c6 g6c6 b3f7,1826,advantage deflection master masterVsMaster middlegame short
EfxPY,r1b2rk1/p4pp1/2pq1n1p/3pb3/7B/P1NB1Q1P/1PP2PP1/R3R1K1 b - - 1 15,a8b8 e1e5 d6e5 h4g3,1827,crushing middlegame sacrifice short
aJFlP,r3q1k1/2Q2pb1/2pN2p1/4p2p/r3P2P/1R2P1P1/1P6/1K3R2 b - - 0 31,e8e6 f1f7 a4a1 b1c2 e6b3 c2b3,1827,crushing long master middlegame
r08xF,1r2r1k1/5pbp/1q1p2p1/3P3n/PP6/3Q1N2/3B2PP/1R1R3K w - - 11 27,d2c3 e8e3 c3d4 e3d3 d4b6 d3d1 b1d1 b8b6,1827,advantage middlegame veryLong
9eQBp,k4r2/ppQnqr2/P3p3/3pP2P/3P4/5pP1/1P5N/2R1K3 b - - 0 30,d7c5 a6b7 c5b7 c7c8 f8c8 c1c8,1828,advancedPawn backRankMate long mate mateIn3 middlegame sacrifice
XVAyV,rnb3k1/ppq1n1pp/2pb1r2/3pN2Q/3P4/2NB4/PPP2PPP/R4RK1 b - - 1 11,f6h6 h5e8,1828,mate mateIn1 middlegame oneMove
OxIuS,7r/5pkp/p1qNp1p1/3nP3/p2P4/3Q4/2P2PPP/2R3K1 w - - 2 25,d3a3 d5f4 f2f3 f4e2,1829,crushing endgame short
aDgvW,rn2k2r/p4ppp/1ppb4/3p4/3P2nq/1QN1P2P/PP3PP1/R1B1KB1R w KQkq - 1 11,b3c2 g4f2 c2f2 d6g3,1830,advantage attackingF2F7 opening pin sacrifice short
3yDaM,r4rk1/ppp2ppp/2n5/2b1Pb2/2B3q1/2N1BN2/PPP1Q2P/R6K b - - 8 15,f5e4 c3e4 g4e4 e3c5 e4e2 c4e2,1832,advantage long master middlegame
IKAer,8/pp3k2/2p2pr1/3p4/1P3q1P/2PQ2p1/P2n1PK1/R6R w - - 0 30,f2g3 d2e4 h1h3 f4f2,1834,crushing endgame master pin short
mZapx,8/pp6/4k1p1/3p3N/3PpPpn/4P3/PP3K1P/8 w - - 0 28,h5g7 e6f7 f2g3 h4f3 g7e8 f7e8,1834,crushing defensiveMove endgame knightEndgame long master masterVsMaster trappedPiece
E1OfD,r4rk1/1pq5/3p1b1Q/p2Pn3/2P5/1P1B3P/P4PP1/R3R1K1 w - - 1 28,e1e3 e5d3 e3g3 f6g7,1835,advantage middlegame short
FsZMw,8/5k1p/1p1r1p2/3n2p1/8/PP3RPK/7P/4B3 w - - 2 38,e1f2 h7h5 h3g2 g5g4 f3f5 f7g6 f5d5 d6d5,1835,crushing endgame quietMove trappedPiece veryLong
KLpMf,8/2k5/3p4/2pPp2N/4P2P/5P2/4n1K1/8 w - - 1 56,g2h3 c5c4 h3g2 c4c3 g2f2 c3c2 f2e2 c2c1q,1836,advancedPawn crushing endgame knightEndgame promotion quietMove veryLong
34LRR,8/6P1/8/2k3P1/3bBP2/3K4/8/q7 w - - 0 61,g7g8q a1d1,1837,endgame master mate mateIn1 oneMove superGM
0vZVz,2kr3r/bp2qp2/p2p4/3PpP2/NP3nQ1/P6p/1BB2P1P/2R2RK1 w - - 1 28,g4f3 e7g5 f3g3 f4e2 g1h1 e2g3,1838,crushing fork long middlegame
DtF0X,8/1p6/2pp2N1/p7/3P1b2/1PP2k2/P4P1p/7K b - - 1 48,f3f2 g6f4 f2e3 f4e6 e3d3 c3c4,1838,advantage defensiveMove endgame hangingPiece long quietMove
HQlyw,2r5/8/4ppQ1/3b4/1B1Pp1kP/P3P3/2q2P2/1q3RK1 b - - 3 34,g4f3 g6h5,1838,mate mateIn1 middlegame oneMove
T6Zhd,2Q5/2p5/5r2/2p1pk2/7P/3q1P2/6K1/5R2 b - - 7 40,f5f4 c8g4 f4e3 g4g5 e3d4 g5f6,1838,crushing endgame fork long
O3vSa,3r1rk1/p1p1R1p1/3p2Bp/3Pn3/2P2qbN/3Q4/P4PPP/4R1K1 w - - 5 24,e1e5 f4f2 g1h1 f2f1 d3f1 f8f1,1840,backRankMate fork long mate mateIn3 middlegame
VOvVs,r2q2kn/p4r1p/2Q3pP/8/3R4/P4P2/1PP2P2/2K4R b - - 0 22,d8g5 f3f4 f7f4 c6a8 f4f8 f2f4,1841,advantage defensiveMove long middlegame
fkqXj,3rn3/ppp3kp/6p1/2N1n3/8/3P4/PP1K4/5R2 b - - 9 27,b7b6 c5e6 g7h8 f1f8,1841,endgame fork mate mateIn2 short
vqVCB,5r2/p7/5kp1/3pR2p/3P1K2/1P6/P7/8 w - - 0 37,e5d5 f6e6 f4e4 f8f4 e4f4 e6d5,1841,crushing deflection discoveredAttack discoveredCheck endgame long rookEndgame
7ZDNP,8/7k/p1p3p1/3bQ2p/2p5/2P1KqP1/P4P1P/R7 w - - 3 32,e3d4 f3f2 e5e3 c6c5 d4d5 f2e3,1842,crushing deflection endgame long
jomIl,2r3k1/3npR1p/3pp3/4q1Pp/1p2P2P/pP2Q3/P7/1K1N1R2 w - - 2 32,e3e2 e5a1 b1a1 c8c1,1842,attraction mate mateIn2 middlegame queensideAttack sacrifice short
EJsj3,7r/pp1R4/5qp1/3Q4/2p2b2/2P2Pk1/PP4P1/4R1K1 w - - 5 42,d5d4 h8h1 g1h1 f6h4 h1g1 h4h2 g1f1 h2g2,1843,attraction endgame mate mateIn4 sacrifice veryLong
JTS0v,2kr3r/1ppqnp2/p2p4/3Pb1Qp/P3P3/2N2B1P/1P3PP1/R4RK1 w - - 1 18,f3h5 d8g8 h5g4 g8g5 g4d7 c8d7,1843,advantage long middlegame
RzbEh,2r5/q2bp1kp/p2p1pp1/3P4/1Q2PP2/6PP/P2n2BK/2R5 w - - 0 28,c1c8 a7f2 b4d2 f2d2,1844,crushing endgame master short
8TDHS,5r1k/2r1qp1p/4BRp1/pp2P3/3Pb1PP/8/PP3Q1K/5R2 w - - 1 27,f6f7 f8f7 e6f7 c7c2 h2g3 c2f2,1845,advantage long middlegame pin
HF8rk,r1br4/pp1nk1pp/2p2p2/2b1p3/4P3/4BP1B/PPP2KPP/3R2NR b - - 5 15,a7a5 d1d7 c8d7 e3c5,1846,advantage master middlegame short
XILvQ,7r/r1q2pk1/1p2p1p1/3pb1NP/6p1/2P3P1/1PQ1KP2/3R3R b - - 2 26,e5f6 g5e6 f7e6 c2g6 g7f8 g6f6,1846,crushing deflection long master masterVsMaster middlegame
L31GA,2q2rk1/pp5b/5p2/3N2pr/7P/2P1R1Q1/PP3P1K/4R3 b - - 3 33,h5h4 g3h4 g5h4 d5e7,1848,advantage middlegame sacrifice short
MS8Dw,r2q1rk1/5ppp/pnp5/3p1N2/5B2/1P4QP/P4PP1/R5K1 b - - 0 23,d8f6 f4e5 f6g6 f5e7 g8h8 e7g6,1848,crushing fork long middlegame
ijlC7,r4r2/p1pk2p1/1p1bb2p/1N1np3/4B3/4B3/PPP2PPP/3R1RK1 b - - 3 16,c7c6 b5d6 d5e3 f2e3 f8f1 g1f1,1848,crushing long middlegame
dEelQ,r1kr4/ppp5/1b6/6Q1/1q1nR3/1P3N2/P4PPP/RN4K1 w - - 3 22,b1d2 d4f3 g2f3 b4d2 g5d2 d8d2 e4e8 d2d8,1849,advantage middlegame veryLong
